Building,DemolitionDate,BuildingImage,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Create a photorealistic image of the Hotel Bellevue in Germany before 01/01/1928,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Create a photorealistic image of the Hotel Bellevue in Germany on 4/9/1931,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Create a photorealistic image of the Hotel Bellevue in Germany after 01/01/1928,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Give me a photorealistic image of the Hotel Bellevue in Germany on 07/31/1891,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Give me a photorealistic image of the Hotel Bellevue in Germany before 01/01/1928,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Give me a photorealistic image of the Hotel Bellevue in Germany on 4/9/1931,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Give me a photorealistic image of the Hotel Bellevue in Germany after 01/01/1928,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Generate a photorealistic image of the Hotel Bellevue in Germany on 07/31/1891,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Generate a photorealistic image of the Hotel Bellevue in Germany before 01/01/1928,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Generate a photorealistic image of the Hotel Bellevue in Germany on 4/9/1931,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Generate a photorealistic image of the Hotel Bellevue in Germany after 01/01/1928,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Produce a photorealistic image of the Hotel Bellevue in Germany on 07/31/1891,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,before,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Produce a photorealistic image of the Hotel Bellevue in Germany before 01/01/1928,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,random after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Produce a photorealistic image of the Hotel Bellevue in Germany on 4/9/1931,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Bellevue,01/01/1928,http://commons.wikimedia.org/wiki/Special:FilePath/Potsdamerplatz3.jpg,after,Point(13.3761 52.51),Germany,07/31/1891,4/9/1931,Point(13.3761 52.51),13.3761,52.51,https://commons.wikimedia.org/wiki/Category:Grand%20Hotel%20Bellevue%20%28Berlin%29,0,01/01/1888,5,Produce a photorealistic image of the Hotel Bellevue in Germany after 01/01/1928,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Create a photorealistic image of the Hotel Moskva in Russia on 09/11/1995,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Create a photorealistic image of the Hotel Moskva in Russia before 01/01/2004,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Create a photorealistic image of the Hotel Moskva in Russia on 1/19/2007,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Create a photorealistic image of the Hotel Moskva in Russia after 01/01/2004,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Give me a photorealistic image of the Hotel Moskva in Russia on 09/11/1995,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Give me a photorealistic image of the Hotel Moskva in Russia before 01/01/2004,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Give me a photorealistic image of the Hotel Moskva in Russia on 1/19/2007,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Give me a photorealistic image of the Hotel Moskva in Russia after 01/01/2004,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Generate a photorealistic image of the Hotel Moskva in Russia on 09/11/1995,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Generate a photorealistic image of the Hotel Moskva in Russia before 01/01/2004,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Generate a photorealistic image of the Hotel Moskva in Russia on 1/19/2007,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Generate a photorealistic image of the Hotel Moskva in Russia after 01/01/2004,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Produce a photorealistic image of the Hotel Moskva in Russia on 09/11/1995,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,before,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Produce a photorealistic image of the Hotel Moskva in Russia before 01/01/2004,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,random after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Produce a photorealistic image of the Hotel Moskva in Russia on 1/19/2007,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Hotel Moskva,01/01/2004,http://commons.wikimedia.org/wiki/Special:FilePath/Moskva%20Hotel%20in%20MSK%20%28img1%29.jpg,after,Point(37.6165 55.756611111),Russia,09/11/1995,1/19/2007,Point(37.6165 55.756611111),37.6165,55.75661111,https://commons.wikimedia.org/wiki/Category:Hotel%20Moskva%2C%20Moscow,0,12/20/1935,9,Produce a photorealistic image of the Hotel Moskva in Russia after 01/01/2004,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Create a photorealistic image of the I-35W Mississippi River bridge in United States of America on 07/23/1983,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Create a photorealistic image of the I-35W Mississippi River bridge in United States of America before 08/01/2007,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Create a photorealistic image of the I-35W Mississippi River bridge in United States of America on 5/13/2011,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Create a photorealistic image of the I-35W Mississippi River bridge in United States of America after 08/01/2007,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America on 07/23/1983,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America before 08/01/2007,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America on 5/13/2011,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America after 08/01/2007,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Generate a photorealistic image of the I-35W Mississippi River bridge in United States of America on 07/23/1983,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Generate a photorealistic image of the I-35W Mississippi River bridge in United States of America before 08/01/2007,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Generate a photorealistic image of the I-35W Mississippi River bridge in United States of America on 5/13/2011,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Generate a photorealistic image of the I-35W Mississippi River bridge in United States of America after 08/01/2007,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Produce a photorealistic image of the I-35W Mississippi River bridge in United States of America on 07/23/1983,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,before,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Produce a photorealistic image of the I-35W Mississippi River bridge in United States of America before 08/01/2007,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,random after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Produce a photorealistic image of the I-35W Mississippi River bridge in United States of America on 5/13/2011,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Produce a photorealistic image of the I-35W Mississippi River bridge in United States of America after 08/01/2007,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Jordal Amfi,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Jordal%20Amfi.jpg,random before,Point(10.783942 59.911228),Norway,06/25/1987,5/27/2019,Point(10.783942 59.911228),10.783942,59.911228,https://commons.wikimedia.org/wiki/Category:Jordal%20Amfi%20%281952%29,0,01/01/1951,9,Create a photorealistic image of the Jordal Amfi in Norway on 06/25/1987,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,
Jordal Amfi,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Jordal%20Amfi.jpg,before,Point(10.783942 59.911228),Norway,06/25/1987,5/27/2019,Point(10.783942 59.911228),10.783942,59.911228,https://commons.wikimedia.org/wiki/Category:Jordal%20Amfi%20%281952%29,0,01/01/1951,9,Create a photorealistic image of the Jordal Amfi in Norway before 01/01/2017,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,
Jordal Amfi,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Jordal%20Amfi.jpg,random after,Point(10.783942 59.911228),Norway,06/25/1987,5/27/2019,Point(10.783942 59.911228),10.783942,59.911228,https://commons.wikimedia.org/wiki/Category:Jordal%20Amfi%20%281952%29,0,01/01/1951,9,Create a photorealistic image of the Jordal Amfi in Norway on 5/27/2019,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,
Jordal Amfi,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Jordal%20Amfi.jpg,after,Point(10.783942 59.911228),Norway,06/25/1987,5/27/2019,Point(10.783942 59.911228),10.783942,59.911228,https://commons.wikimedia.org/wiki/Category:Jordal%20Amfi%20%281952%29,0,01/01/1951,9,Create a photorealistic image of the Jordal Amfi in Norway after 01/01/2017,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,
Jordal Amfi,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Jordal%20Amfi.jpg,random before,Point(10.783942 59.911228),Norway,06/25/1987,5/27/2019,Point(10.783942 59.911228),10.783942,59.911228,https://commons.wikimedia.org/wiki/Category:Jordal%20Amfi%20%281952%29,0,01/01/1951,9,Give me a photorealistic image of the Jordal Amfi in Norway on 06/25/1987,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,
Jordal Amfi,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Jordal%20Amfi.jpg,before,Point(10.783942 59.911228),Norway,06/25/1987,5/27/2019,Point(10.783942 59.911228),10.783942,59.911228,https://commons.wikimedia.org/wiki/Category:Jordal%20Amfi%20%281952%29,0,01/01/1951,9,Give me a photorealistic image of the Jordal Amfi in Norway before 01/01/2017,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,
