Building,DemolitionDate,BuildingImage,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,testImage,testImage_sdxlbase,testImage_sdxlturbo,testImage_sdv15,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
I-35W Mississippi River bridge,08/01/2007,http://commons.wikimedia.org/wiki/Special:FilePath/I35WBridgeMinneapolisSatellite2004.jpg,after,Point(-93.245 44.978889),United States of America,07/23/1983,5/13/2011,Point(-93.245 44.978889),-93.245,44.978889,https://commons.wikimedia.org/wiki/Category:I-35W%20Mississippi%20River%20Bridge,0,11/01/1967,24,Give me a photorealistic image of the I-35W Mississippi River bridge in United States of America after 08/01/2007,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_I-35W_Mississippi_River_bridge_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_I-35W_Mississippi_River_bridge_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_I-35W_Mississippi_River_bridge_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_I-35W_Mississippi_River_bridge_after_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the I-35W Mississippi River bridge in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the I-35W Mississippi River bridge in United States of America after 08/01/2007? Please provide a clear yes or no answer",0,0,0
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Give me a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 05/15/1894,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Church_of_the_Archangel_Michael_in_Warsaw_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Church_of_the_Archangel_Michael_in_Warsaw_random_before_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Church_of_the_Archangel_Michael_in_Warsaw_random_before_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Church_of_the_Archangel_Michael_in_Warsaw_random_before_Give_me.png,0,0,1,0,0,1,0,0,0,0.16666666666666666,"Is the Church of the Archangel Michael in Warsaw in Poland in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 05/15/1894? Please provide a clear yes or no answer",0,0,0
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,before,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Produce a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland before 01/01/1923,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Church_of_the_Archangel_Michael_in_Warsaw_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Church_of_the_Archangel_Michael_in_Warsaw_before_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Church_of_the_Archangel_Michael_in_Warsaw_before_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Church_of_the_Archangel_Michael_in_Warsaw_before_Produce.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is the Church of the Archangel Michael in Warsaw in Poland in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Church of the Archangel Michael in Warsaw in Poland before 01/01/1923? Please provide a clear yes or no answer",0,0,0
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,random after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Produce a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 4/12/1923,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Church_of_the_Archangel_Michael_in_Warsaw_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Church_of_the_Archangel_Michael_in_Warsaw_random_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Church_of_the_Archangel_Michael_in_Warsaw_random_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Church_of_the_Archangel_Michael_in_Warsaw_random_after_Produce.png,0,0,1,0,0,1,0,0,0,0.16666666666666666,"Is the Church of the Archangel Michael in Warsaw in Poland in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Church of the Archangel Michael in Warsaw in Poland on 4/12/1923? Please provide a clear yes or no answer",0,0,0
Church of the Archangel Michael in Warsaw,01/01/1923,http://commons.wikimedia.org/wiki/Special:FilePath/Cerkiew%20sw%20Michala%20Archaniola%20Warszawa%20LOC%20npcc19310.jpg,after,Point(21.0256 52.2203),Poland,05/15/1894,4/12/1923,Point(21.0256 52.2203),21.0256,52.2203,https://commons.wikimedia.org/wiki/Category:Saint%20Michael%20Archangel%20Orthodox%20church%20in%20Warsaw,0,01/01/1894,9,Create a photorealistic image of the Church of the Archangel Michael in Warsaw in Poland after 01/01/1923,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Church_of_the_Archangel_Michael_in_Warsaw_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Church_of_the_Archangel_Michael_in_Warsaw_after_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Church_of_the_Archangel_Michael_in_Warsaw_after_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Church_of_the_Archangel_Michael_in_Warsaw_after_Create.png,0,0,1,0,0,1,0,0,1,0.25,"Is the Church of the Archangel Michael in Warsaw in Poland in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Church of the Archangel Michael in Warsaw in Poland after 01/01/1923? Please provide a clear yes or no answer",0,0,0
Amway Arena,03/25/2012,http://commons.wikimedia.org/wiki/Special:FilePath/Amway%20Arena%20Exterior.jpg,random before,Point(-81.386666666 28.548888888),United States of America,07/17/1997,1/27/2021,Point(-81.386666666 28.548888888),-81.38666667,28.54888889,https://commons.wikimedia.org/wiki/Category:Amway%20Arena,0,01/29/1989,16,Create a photorealistic image of the Amway Arena in United States of America on 07/17/1997,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Amway_Arena_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Amway_Arena_random_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Amway_Arena_random_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Amway_Arena_random_before_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Amway Arena in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Amway Arena in United States of America on 07/17/1997? Please provide a clear yes or no answer",0,0,0
Amway Arena,03/25/2012,http://commons.wikimedia.org/wiki/Special:FilePath/Amway%20Arena%20Exterior.jpg,before,Point(-81.386666666 28.548888888),United States of America,07/17/1997,1/27/2021,Point(-81.386666666 28.548888888),-81.38666667,28.54888889,https://commons.wikimedia.org/wiki/Category:Amway%20Arena,0,01/29/1989,16,Give me a photorealistic image of the Amway Arena in United States of America before 03/25/2012,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Amway_Arena_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Amway_Arena_before_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Amway_Arena_before_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Amway_Arena_before_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Amway Arena in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Amway Arena in United States of America before 03/25/2012? Please provide a clear yes or no answer",0,0,0
Amway Arena,03/25/2012,http://commons.wikimedia.org/wiki/Special:FilePath/Amway%20Arena%20Exterior.jpg,random after,Point(-81.386666666 28.548888888),United States of America,07/17/1997,1/27/2021,Point(-81.386666666 28.548888888),-81.38666667,28.54888889,https://commons.wikimedia.org/wiki/Category:Amway%20Arena,0,01/29/1989,16,Generate a photorealistic image of the Amway Arena in United States of America on 1/27/2021,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Amway_Arena_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Amway_Arena_random_after_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Amway_Arena_random_after_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Amway_Arena_random_after_Generate.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Amway Arena in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Amway Arena in United States of America on 1/27/2021? Please provide a clear yes or no answer",0,0,0
Amway Arena,03/25/2012,http://commons.wikimedia.org/wiki/Special:FilePath/Amway%20Arena%20Exterior.jpg,after,Point(-81.386666666 28.548888888),United States of America,07/17/1997,1/27/2021,Point(-81.386666666 28.548888888),-81.38666667,28.54888889,https://commons.wikimedia.org/wiki/Category:Amway%20Arena,0,01/29/1989,16,Generate a photorealistic image of the Amway Arena in United States of America after 03/25/2012,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Amway_Arena_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Amway_Arena_after_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Amway_Arena_after_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Amway_Arena_after_Generate.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Amway Arena in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Amway Arena in United States of America after 03/25/2012? Please provide a clear yes or no answer",0,0,0
Georgia Guidestones,07/06/2022,http://commons.wikimedia.org/wiki/Special:FilePath/Georgia%20Guidestones%202014-03-18%2001.jpg,random before,Point(-82.894506 34.231984),United States of America,08/14/1984,4/6/2026,Point(-82.894506 34.231984),-82.894506,34.231984,https://commons.wikimedia.org/wiki/Category:Georgia%20Guidestones,0,03/22/1980,27,Produce a photorealistic image of the Georgia Guidestones in United States of America on 08/14/1984,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Georgia_Guidestones_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Georgia_Guidestones_random_before_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Georgia_Guidestones_random_before_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Georgia_Guidestones_random_before_Produce.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is the Georgia Guidestones in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Georgia Guidestones in United States of America on 08/14/1984? Please provide a clear yes or no answer",0,0,0
Georgia Guidestones,07/06/2022,http://commons.wikimedia.org/wiki/Special:FilePath/Georgia%20Guidestones%202014-03-18%2001.jpg,before,Point(-82.894506 34.231984),United States of America,08/14/1984,4/6/2026,Point(-82.894506 34.231984),-82.894506,34.231984,https://commons.wikimedia.org/wiki/Category:Georgia%20Guidestones,0,03/22/1980,27,Produce a photorealistic image of the Georgia Guidestones in United States of America before 07/06/2022,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Georgia_Guidestones_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Georgia_Guidestones_before_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Georgia_Guidestones_before_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Georgia_Guidestones_before_Produce.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is the Georgia Guidestones in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Georgia Guidestones in United States of America before 07/06/2022? Please provide a clear yes or no answer",0,0,0
Georgia Guidestones,07/06/2022,http://commons.wikimedia.org/wiki/Special:FilePath/Georgia%20Guidestones%202014-03-18%2001.jpg,random after,Point(-82.894506 34.231984),United States of America,08/14/1984,4/6/2026,Point(-82.894506 34.231984),-82.894506,34.231984,https://commons.wikimedia.org/wiki/Category:Georgia%20Guidestones,0,03/22/1980,27,Produce a photorealistic image of the Georgia Guidestones in United States of America on 4/6/2026,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Georgia_Guidestones_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Georgia_Guidestones_random_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Georgia_Guidestones_random_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Georgia_Guidestones_random_after_Produce.png,0,0,1,0,0,0,0,0,1,0.16666666666666666,"Is the Georgia Guidestones in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Georgia Guidestones in United States of America on 4/6/2026? Please provide a clear yes or no answer",0,0,0
Georgia Guidestones,07/06/2022,http://commons.wikimedia.org/wiki/Special:FilePath/Georgia%20Guidestones%202014-03-18%2001.jpg,after,Point(-82.894506 34.231984),United States of America,08/14/1984,4/6/2026,Point(-82.894506 34.231984),-82.894506,34.231984,https://commons.wikimedia.org/wiki/Category:Georgia%20Guidestones,0,03/22/1980,27,Give me a photorealistic image of the Georgia Guidestones in United States of America after 07/06/2022,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_Georgia_Guidestones_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Georgia_Guidestones_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Georgia_Guidestones_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Georgia_Guidestones_after_Give_me.png,0,0,1,0,0,1,0,0,1,0.25,"Is the Georgia Guidestones in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Georgia Guidestones in United States of America after 07/06/2022? Please provide a clear yes or no answer",0,0,0
Pyrohoshcha Church,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0%20%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%96%20%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D0%BE%D1%89%D0%BE%D1%97.jpg,random before,Point(30.516388888 50.463055555),Ukraine,05/09/1207,3/22/1936,Point(30.516388888 50.463055555),30.51638889,50.46305556,https://commons.wikimedia.org/wiki/Category:Pyrohoshcha%20Church%20of%20the%20Mother%20of%20God,0,01/01/1136,10,Give me a photorealistic image of the Pyrohoshcha Church in Ukraine on 05/09/1207,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,rebuilt,,/work/bba4287/output/samples/buildings/sampletest_Pyrohoshcha_Church_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Pyrohoshcha_Church_random_before_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Pyrohoshcha_Church_random_before_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Pyrohoshcha_Church_random_before_Give_me.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Pyrohoshcha Church in Ukraine in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Pyrohoshcha Church in Ukraine on 05/09/1207? Please provide a clear yes or no answer",0,0,0
Pyrohoshcha Church,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0%20%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%96%20%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D0%BE%D1%89%D0%BE%D1%97.jpg,before,Point(30.516388888 50.463055555),Ukraine,05/09/1207,3/22/1936,Point(30.516388888 50.463055555),30.51638889,50.46305556,https://commons.wikimedia.org/wiki/Category:Pyrohoshcha%20Church%20of%20the%20Mother%20of%20God,0,01/01/1136,10,Create a photorealistic image of the Pyrohoshcha Church in Ukraine before 01/01/1935,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,rebuilt,,/work/bba4287/output/samples/buildings/sampletest_Pyrohoshcha_Church_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Pyrohoshcha_Church_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Pyrohoshcha_Church_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Pyrohoshcha_Church_before_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Pyrohoshcha Church in Ukraine in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Pyrohoshcha Church in Ukraine before 01/01/1935? Please provide a clear yes or no answer",0,0,0
Pyrohoshcha Church,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0%20%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%96%20%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D0%BE%D1%89%D0%BE%D1%97.jpg,random after,Point(30.516388888 50.463055555),Ukraine,05/09/1207,3/22/1936,Point(30.516388888 50.463055555),30.51638889,50.46305556,https://commons.wikimedia.org/wiki/Category:Pyrohoshcha%20Church%20of%20the%20Mother%20of%20God,0,01/01/1136,10,Generate a photorealistic image of the Pyrohoshcha Church in Ukraine on 3/22/1936,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,rebuilt,,/work/bba4287/output/samples/buildings/sampletest_Pyrohoshcha_Church_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Pyrohoshcha_Church_random_after_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Pyrohoshcha_Church_random_after_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Pyrohoshcha_Church_random_after_Generate.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Pyrohoshcha Church in Ukraine in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Pyrohoshcha Church in Ukraine on 3/22/1936? Please provide a clear yes or no answer",0,0,0
Pyrohoshcha Church,01/01/1935,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A6%D0%B5%D1%80%D0%BA%D0%B2%D0%B0%20%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D1%96%20%D0%9F%D0%B8%D1%80%D0%BE%D0%B3%D0%BE%D1%89%D0%BE%D1%97.jpg,after,Point(30.516388888 50.463055555),Ukraine,05/09/1207,3/22/1936,Point(30.516388888 50.463055555),30.51638889,50.46305556,https://commons.wikimedia.org/wiki/Category:Pyrohoshcha%20Church%20of%20the%20Mother%20of%20God,0,01/01/1136,10,Create a photorealistic image of the Pyrohoshcha Church in Ukraine after 01/01/1935,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,rebuilt,,/work/bba4287/output/samples/buildings/sampletest_Pyrohoshcha_Church_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Pyrohoshcha_Church_after_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Pyrohoshcha_Church_after_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Pyrohoshcha_Church_after_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the Pyrohoshcha Church in Ukraine in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Pyrohoshcha Church in Ukraine after 01/01/1935? Please provide a clear yes or no answer",0,0,0
