name,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,promptedage,goldenrecordImages,expectedValue
Flying Fox,20,44.0,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a a Flying Fox that is 40 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20conspicillatus.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Flying Fox,20,44.0,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Flying Fox that is 10 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20conspicillatus.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of a a Forest Buffalo that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a a Forest Buffalo that is 12 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a a Forest Buffalo that is 30 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Forest Buffalo that is 7 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a a Forest Buffalo that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a a Forest Buffalo that is 12 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a a Forest Buffalo that is 30 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Forest Buffalo that is 7 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a a Forest Buffalo that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a a Forest Buffalo that is 12 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a a Forest Buffalo that is 30 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Forest Buffalo that is 7 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a a Forest Buffalo that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a a Forest Buffalo that is 12 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a a Forest Buffalo that is 30 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Forest Buffalo,15,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Forest Buffalo that is 7 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/African%20Forest%20Buffalo.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of a a Fossa that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a a Fossa that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a a Fossa that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Fossa that is 10 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a a Fossa that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a a Fossa that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a a Fossa that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Fossa that is 10 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a a Fossa that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a a Fossa that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a a Fossa that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Fossa that is 10 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a a Fossa that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a a Fossa that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a a Fossa that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Fossa,20,23.1,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Fossa that is 10 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20Ferox.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Cryptoprocta%20ferox%201%20-%20Syracuse%20Zoo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fosa%20fotovideo.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of a a Galápagos Fur Seal that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a a Galápagos Fur Seal that is 17 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a a Galápagos Fur Seal that is 44 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Galápagos Fur Seal that is 11 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a a Galápagos Fur Seal that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a a Galápagos Fur Seal that is 17 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a a Galápagos Fur Seal that is 44 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Galápagos Fur Seal that is 11 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a a Galápagos Fur Seal that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a a Galápagos Fur Seal that is 17 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a a Galápagos Fur Seal that is 44 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Galápagos Fur Seal that is 11 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a a Galápagos Fur Seal that is 1 month old,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a a Galápagos Fur Seal that is 17 years old,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a a Galápagos Fur Seal that is 44 years old,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Galápagos Fur Seal,22,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Galápagos Fur Seal that is 11 years old,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%20Fur%20Seal%2C%20Santiago%20Island.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Create,Create a photorealistic image of a a Galápagos Sea Lion that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of a a Galápagos Sea Lion that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of a a Galápagos Sea Lion that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of a Galápagos Sea Lion that is 10 years old,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is 1 month old,youth,Generate,Generate a photorealistic image of a a Galápagos Sea Lion that is 1 month old,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of a a Galápagos Sea Lion that is 16 years old,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin"
Galápagos Sea Lion,20,,(imperative) a photorealistic image of a (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of a a Galápagos Sea Lion that is 40 years old,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Gal%C3%A1pagos%20sea%20lion%20San%20Crist%C3%B3bal%20Gal%C3%A1pagos%20Ecuador%20DSC00189%20ad.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Galapagos%2C%20sea-lion%2C%20female%20%28by%20Casey%20Klebba%29.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality"
